id	page	radical	strokes	desc	jis	level	unicode	sub	sub_kind	sub_rule	cross	ivs	cid	glyph	ids	ids_char	glyphwiki
p16-13	16	人	10	にんべん＋容			509B								⿰亻容	傛	u2ff0-u4ebb-u5bb9
p16-14	16	人	10	にんべん＋差			509E								⿰亻差	傞	u2ff0-u4ebb-u5dee
p16-15	16	人	10	にんべん＋鶲のへん			509F								⿰亻翁	傟	u2ff0-u4ebb-u7fc1
p16-16	16	人	10	にんべん＋討			50A0								⿰亻討	傠	u2ff0-u4ebb-u8a0e
p16-17	16	人	10	にんべん＋竝			50A1								⿰亻竝	傡	u2ff0-u4ebb-u7add
p16-18	16	人	10	にんべん＋家			50A2								⿰亻家	傢	u2ff0-u4ebb-u5bb6
p16-19	16	人	10	にんべん＋荀			50C3								⿰亻荀		u2ff0-u4ebb-u8340
p16-20	16	人	11	にんべん＋槿のつくり				僅	包摂適用	142			1735	1	⿰亻堇	僅	u2ff0-u4ebb-u5807
p16-21	16	人	11	にんべん＋（舛／木）				傑	包摂適用	120		5091 E0102	13743		⿰亻⿱舛木		u2ff0-u4ebb-u2ff1-u821b-u6728
p16-22	16	人	11	僊				僊	包摂適用	71		50CA E0101	7982		僊		
p16-23	16	人	11	僊				僊	包摂適用			50CA E0102	14101		僊		
p16-24	16	人	11	にんべん＋車＋攵	1-14-37	3									⿰⿰亻車攵		u2ff0-u2ff0-u4ebb-u8eca-u6535
p16-25	16	人	11	條	1-90-31	3					1				條		
p16-26	16	人	11	にんべん＋參	2-1-79	4									⿰亻參	傪	u2ff0-u4ebb-u53c3
p16-27	16	人	11	にんべん＋畢	2-1-80	4									⿰亻畢	𠌫	u2ff0-u4ebb-u7562
p16-28	16	人	11	にんべん＋從	2-1-81	4									⿰亻從	傱	u2ff0-u4ebb-u5f9e
p16-29	16	人	11	にんべん＋祭	2-1-82	4									⿰亻祭	傺	u2ff0-u4ebb-u796d
p16-30	16	人	11	俊	2-1-83	4									俊		
p16-31	16	人	11	にんべん＋票	2-1-84	4									⿰亻票	僄	u2ff0-u4ebb-u7968
p16-32	16	人	11	にんべん＋膠のつくり	2-1-85	4									⿰亻翏	僇	u2ff0-u4ebb-u7fcf
p16-33	16	人	11	にんべん＋總のつくり			50AF								⿰亻悤	傯	u2ff0-u4ebb-u60a4
p16-34	16	人	11	にんべん＋萠			50B0								⿰亻萠		u2ff0-u4ebb-u8420
p16-35	16	人	11	にんべん＋竟			50B9								⿰亻竟	傹	u2ff0-u4ebb-u7adf
p16-36	16	人	11	にんべん＋章			50BD								⿰亻章	傽	u2ff0-u4ebb-u7ae0
p16-37	16	人	11	にんべん＋帶			50C0								⿰亻帶	僀	u2ff0-u4ebb-u5e36
p16-38	16	人	12	にんべん＋曾	1-14-41	3		僧	包摂適用	101					⿰亻曾	僧	u2ff0-u4ebb-u66fe
p16-39	16	人	12	價	1-14-38	3									價		
p16-40	16	人	12	にんべん＋善	1-14-39	3									⿰亻善	僐	u2ff0-u4ebb-u5584
p16-41	16	人	12	にんべん＋就	1-14-40	3									⿰亻就	僦	u2ff0-u4ebb-u5c31
p16-42	16	人	12	にんべん＋敬	1-14-42	3									⿰亻敬	儆	u2ff0-u4ebb-u656c
p16-43	16	人	12	にんべん＋粟	2-1-86	4									⿰亻粟	僳	u2ff0-u4ebb-u7c9f
p16-44	16	人	12	にんべん＋（黨−尚）	2-1-87	4											
p16-45	16	人	12	にんべん＋饌のつくり	2-1-88	4									⿰亻巽	僎	u2ff0-u4ebb-u5dfd
p16-46	16	人	12	にんべん＋集	2-1-89	4									⿰亻集	𠍱	u2ff0-u4ebb-u96c6
p16-47	16	人	12	にんべん＋墫のつくり	2-1-90	4									⿰亻尊	僔	u2ff0-u4ebb-u5c0a
p16-48	16	人	12	にんべん＋（廣−广）	2-1-91	4											
p16-49	16	人	12	にんべん＋惠	2-1-92	4									⿰亻惠	僡	u2ff0-u4ebb-u60e0
p16-50	16	人	12	にんべん＋燗のつくり	2-1-93	4									⿰亻閒	僩	u2ff0-u4ebb-u9592
p16-51	16	人	12	にんべん＋貴			50D3								⿰亻貴	僓	u2ff0-u4ebb-u8cb4
p16-52	16	人	12	にんべん＋敞			50D8								⿰亻敞	僘	u2ff0-u4ebb-u655e
p16-53	16	人	12	にんべん＋登			50DC								⿰亻登	僜	u2ff0-u4ebb-u767b
p16-54	16	人	12	にんべん＋孱			50DD								⿰亻孱	僝	u2ff0-u4ebb-u5b71
p16-55	16	人	12	にんべん＋幾			50DF								⿰亻幾	僟	u2ff0-u4ebb-u5e7e
p16-56	16	人	12	にんべん＋舜			50E2								⿰亻舜	僢	u2ff0-u4ebb-u821c
p17-0	17	人	12	にんべん＋單			50E4								⿰亻單	僤	u2ff0-u4ebb-u55ae
p17-1	17	人	12	にんべん＋賁			50E8								⿰亻賁	僨	u2ff0-u4ebb-u8cc1
p17-2	17	人	12	にんべん＋隣のつくり			50EF								⿰亻粦	僯	u2ff0-u4ebb-u7ca6
p17-3	17	人	12	にんべん＋（戸の旧字＋隹）			50F1										
p17-4	17	人	12	にんべん＋焦			50EC								⿰亻焦	僬	u2ff0-u4ebb-u7126
p17-5	17	人	12	僣			2039D								僣		
p17-6	17	人	13	にんべん＋亶	1-14-43	3									⿰亻亶	儃	u2ff0-u4ebb-u4eb6
p17-7	17	人	13	にんべん＋擔のつくり	1-14-44	3									⿰亻詹	儋	u2ff0-u4ebb-u8a79
p17-8	17	人	13	にんべん＋業	2-1-94	4									⿰亻業	㒒	u2ff0-u4ebb-u696d
p17-9	17	人	13	にんべん＋會	2-3-1	4									⿰亻會	儈	u2ff0-u4ebb-u6703
p17-10	17	人	13	にんべん＋黽			50F6								⿰亻黽	僶	u2ff0-u4ebb-u9efd
p17-11	17	人	13	にんべん＋操のつくり			50FA								⿰亻喿	僺	u2ff0-u4ebb-u55bf
p17-12	17	人	13	にんべん＋愛			50FE								⿰亻愛	僾	u2ff0-u4ebb-u611b
p17-13	17	人	13	にんべん＋鐶のつくり			5107								⿰亻睘	儇	u2ff0-u4ebb-u7758
p17-14	17	人	13	激			510C								激		
p17-15	17	人	13	にんべん＋鑁のつくり			510D								⿰亻𡕰	儍	u2ff0-u4ebb-u21570
p17-16	17	人	13	にんべん＋載			510E								⿰亻載	儎	u2ff0-u4ebb-u8f09
p17-17	17	人	13	にんべん＋愁			50FD								⿰亻愁	僽	u2ff0-u4ebb-u6101
p17-18	17	人	14	にんべん＋爾	1-14-45	3									⿰亻爾	儞	u2ff0-u4ebb-u723e
p17-19	17	人	14	價	2-3-2	4									價		
p17-20	17	人	14	にんべん＋疑	2-3-3	4									⿰亻疑	儗	u2ff0-u4ebb-u7591
p17-21	17	人	14	にんべん＋舞	2-3-4	4									⿰亻舞	儛	u2ff0-u4ebb-u821e
p17-22	17	人	14	にんべん＋嬪のつくり			5110								⿰亻賓	儐	u2ff0-u4ebb-u8cd3
p17-23	17	人	14	にんべん＋二点しんにょうの遣			5119										
p17-24	17	人	14	にんべん＋濘のつくり			511C								⿰亻寧	儜	u2ff0-u4ebb-u5be7
p17-25	17	人	14	にんべん＋榮			511D								⿰亻榮	儝	u2ff0-u4ebb-u69ae
p17-26	17	人	15	にんべん＋廣			5123								⿰亻廣	儣	u2ff0-u4ebb-u5ee3
p17-27	17	人	15	にんべん＋賛			5127								⿰亻賛	儧	u2ff0-u4ebb-u8cdb
p17-28	17	人	15	にんべん＋質			5128								⿰亻質	儨	u2ff0-u4ebb-u8cea
p17-29	17	人	15	にんべん＋（靜のへん＋見）			512C								⿰亻⿰青見		u2ff0-u4ebb-u2ff0-u9752-u898b
p17-30	17	人	15	にんべん＋暴			5124								⿰亻暴	儤	u2ff0-u4ebb-u66b4
p17-31	17	人	16	にんべん＋諸				儲	包摂適用	125			3813	1	⿰亻諸	儲	u2ff0-u4ebb-u8af8
p17-32	17	人	16	にんべん＋親			512D								⿰亻親	儭	u2ff0-u4ebb-u89aa
p17-33	17	人	16	にんべん＋劵			512F								⿰亻劵	𠉮	u2ff0-u4ebb-u52b5
p17-34	17	人	16	にんべん＋龍			5131								⿰亻龍	儱	u2ff0-u4ebb-u9f8d
p17-35	17	人	16	條			9BC8				1				條		
p17-36	17	人	16	條	1-14-46	3									條		
p17-37	17	人	17	にんべん＋厳	2-3-5	4									⿰亻厳	𠑊	u2ff0-u4ebb-u53b3
p17-38	17	人	17	にんべん＋纔のつくり			5133								⿰亻毚	儳	u2ff0-u4ebb-u6bda
p17-39	17	人	17	にんべん＋襄			5134								⿰亻襄	儴	u2ff0-u4ebb-u8944
p17-40	17	人	19	にんべん＋羅			5138								⿰亻羅	儸	u2ff0-u4ebb-u7f85
p17-41	17	人	19	にんべん＋贊			5139								⿰亻贊	儹	u2ff0-u4ebb-u8d0a
p17-42	17	儿	2	匹							1	5339 E0101	13994		匹		
p17-43	17	儿	3	（僭のつくり−日）の右側			5142										
p17-44	17	儿	3	（釡−金）／儿のにょうの形＋（勹＜一）			5C26				1						
p17-45	17	儿	4	八がしら／允	1-14-47	3											
p17-46	17	儿	4	（釡−金）／儿のにょうの形＋王	2-8-14	4					1						
p17-47	17	儿	4	火／儿	2-79-57	4					1				⿱火儿	灮	u2ff1-u706b-u513f
p17-48	17	儿	5					兎	包摂適用	102			3136	1			
p17-49	17	儿	5	俛のつくり	1-14-48	3									免		
p18-0	18	儿	6	兔				兔	包摂適用	81		5154 E0100	7814		兔		
p18-1	18	儿	6	菟−くさかんむり				兔	包摂適用	102			1171	1			
p18-2	18	儿	5	褫のつくり			514F								虒		
p18-3	18	儿	6	凹／儿	1-14-49	3									⿱凹儿	兕	u2ff1-u51f9-u513f
p18-4	18	儿	7	亠／兌	1-14-50	3									⿱亠兌	兗	u2ff1-u4ea0-u514c
p18-5	18	儿	7	元のにょうの形＋台			5158										
p18-6	18	儿	8	鬼	1-90-28	3					1				鬼		
p18-7	18	儿	8	僭のつくり−日			5153										
p18-8	18	儿	8	宀／俛のつくり			21A1A				1				⿱宀免	𡨚	u2ff1-u5b80-u514d
p18-9	18	儿	9	寃				寃	包摂適用	81	1	5BC3 E0101	14121		寃		
p18-10	18	儿	9	冖／兔				冤	包摂適用	81	1		4228	1	⿱冖兔	冤	u2ff1-u5196-u5154
p18-11	18	儿	10	（「北」の間に「白」）／儿	2-3-6	4											
p18-12	18	儿	10	贊−貝			515F										
p18-13	18	儿	11	少／俛のつくり			3779				1				⿱少免		u2ff1-u5c11-u514d
p18-14	18	儿	13	光のにょうの形＋韋	2-92-12	4					1						
p18-15	18	儿	16	光のにょうの形＋（廣−广）			9ECB				1						
p18-16	18	儿	19	光のにょうの形＋廣			5164										
p18-17	18	入	1	（匸＜入）−一			5166										
p18-18	18	入	2	吶のつくり				内	包摂適用	80		5167 E0100	13966		內		
p18-19	18	入	4	二点しんにょうの込				込	包摂適用	128	1	8FBC E0101	13779				
p18-20	18	入	4	銓のつくり				全	包摂適用	79		5168 E0101	13890		全		
p18-21	18	八	2	蚣のつくり				公	デザイン差	UCV236		516C E0101	13440		公		
p18-22	18	八	2	扮のつくり				分	デザイン差	UCV236	1	5206 E0101	13499		分		
p18-23	18	八	2	（釡−金）／儿	1-47-61	3					1						
p18-24	18	八	3	八がしら／口	2-3-65	4					1						
p18-25	18	八	4	劵−力	2-3-7	4											
p18-26	18	八	4	咲のつくり	2-3-8	4									关		
p18-27	18	八	5	兵	1-14-51	3									兵		
p18-28	18	八	6	惧のつくり				具	包摂適用	63		5177 E0101	13733		具		
p18-29	18	八	7	鰌のつくり				酋	包摂適用	11	1		2368	1	酋		
p18-30	18	八	8	兼								517C E0101	13748		兼		
p18-31	18	八	11	八がしら／異			517E										
p18-32	18	冂	2	吶のつくり				内	包摂適用	80		5167 E0100	13966		內		
p18-33	18	冂	2	冂＜二	2-3-9	4									⿵冂二	冃	u2ff5-u5182-u4e8c
p18-34	18	冂	2	冂＜はみ出た横棒二本			5184										
p18-35	18	冂	3	冉の４画目左右に突き出る				冉	包摂適用	47		5189 E0101	7815				
p18-36	18	冂	3	炯のつくり	2-3-10	4									冋		
p18-37	18	冂	4	咼−口			518E										
p18-38	18	冂	7	瑁のつくり				冒	包摂適用	68		5192 E0101	14038		冒		
p18-39	18	冂	9	勗				勗	包摂適用		1	52D7 E0101	14107		勗		
p18-40	18	冂	9	曼				曼	包摂適用		1	66FC E0101	14112		曼		
p18-41	18	冂	9	晟				晟	包摂適用			665F E0103	14137		晟		
p18-42	18	冂	9	滿のつくり	2-3-11	4									㒼		
p18-43	18	冂	10	（瑁のつくり−目）／免				冕	包摂適用	102		5195 E0102	14104				
p19-0	19	冂	10	最									2096	1	最		
p19-1	19	冖	2	沈のつくり	2-3-12	4									冘		
p19-2	19	冖	5	冖／且	1-14-52	3									⿱冖且	冝	u2ff1-u5196-u4e14
p19-3	19	冖	8	宀／俛のつくり			21A1A				1				⿱宀免	𡨚	u2ff1-u5b80-u514d
p19-4	19	冖	8	冖／兔				冤	包摂適用	81			4228	1	⿱冖兔	冤	u2ff1-u5196-u5154
p19-5	19	冖	8	寃				寃	包摂適用	81	1	5BC3 E0101	14121		寃		
p19-6	19	冖	8	冖／取	2-3-13	4									⿱冖取	冣	u2ff1-u5196-u53d6
p19-7	19	冖	8	冖／一／豕			51A1								⿱⿱冖一豕		u2ff1-u2ff1-u5196-u4e00-u8c55
p19-8	19	冫	3	大／冫	2-3-14	4									⿱大冫		u2ff1-u5927-u51ab
p19-9	19	冫	3	鼕−鼓				冬	包摂適用	25		51AC E0100	13954				
p19-10	19	冫	4	咨−口				次	包摂適用	33	1	6B21 E0101	13799				
p19-11	19	冫	4	冫＋夭	2-3-15	4									⿰冫夭	㓇	u2ff0-u51ab-u592d
p19-12	19	冫	5	冫＋絆のつくり			51B8								⿰冫半	冸	u2ff0-u51ab-u534a
p19-13	19	冫	5	冫＋民			51BA								⿰冫民	冺	u2ff0-u51ab-u6c11
p19-14	19	冫	6	冫＋先	2-3-16	4									⿰冫先	冼	u2ff0-u51ab-u5148
p19-15	19	冫	6	冫＋合			51BE								⿰冫合	冾	u2ff0-u51ab-u5408
p19-16	19	冫	6	冫＋聿			51BF								⿰冫聿	冿	u2ff0-u51ab-u807f
p19-17	19	冫	6	冫＋争			51C0								⿰冫争	净	u2ff0-u51ab-u4e89
p19-18	19	冫	8	冫＋爭			51C8								⿰冫爭	凈	u2ff0-u51ab-u722d
p19-19	19	冫	6	冫＋虫								51AB E0100	4233		⿰冫虫	𭂌	u2ff0-u51ab-u866b
p19-20	19	冫	7	冫＋余	1-14-53	3									⿰冫余	凃	u2ff0-u51ab-u4f59
p19-21	19	冫	7	冫＋谷	2-3-17	4									⿰冫谷	𠗖	u2ff0-u51ab-u8c37
p19-22	19	冫	7	冫＋俛のつくり			51C2								⿰冫免	凂	u2ff0-u51ab-u514d
p19-23	19	冫	7	冫＋俊のつくり			205D5								⿰冫夋	𠗕	u2ff0-u51ab-u590b
p19-24	19	冫	7	冫＋良								51AB E0100	4233		⿰冫良		u2ff0-u51ab-u826f
p19-25	19	冫	8	冫＋蜩のつくり				凋	包摂適用	44		51CB E0101	7742		⿰冫周	凋	u2ff0-u51ab-u5468
p19-26	19	冫	8	冫＋睛のつくり	1-14-54	3									⿰冫青	凊	u2ff0-u51ab-u9752
p19-27	19	冫	8	冫＋爭			51C8								⿰冫爭	凈	u2ff0-u51ab-u722d
p19-28	19	冫	8	冫＋陸のつくり			34D0								⿰冫坴	㓐	u2ff0-u51ab-u5774
p19-29	19	冫	9	冫＋（餮−殄）	2-92-45	4					1						
p19-30	19	冫	9	冫＋咸			51CF								⿰冫咸	减	u2ff0-u51ab-u54b8
p19-31	19	冫	9	冫＋春			51D1								⿰冫春		u2ff0-u51ab-u6625
p19-32	19	冫	9	冫＋車								51AB E0100	4233		⿰冫車		u2ff0-u51ab-u8eca
p19-33	19	冫	10	冫＋豈			51D2								⿰冫豈	凒	u2ff0-u51ab-u8c48
p19-34	19	冫	10	冫＋栗			51D3								⿰冫栗	凓	u2ff0-u51ab-u6817
p19-35	19	冫	10	冫＋冥			51D5								⿰冫冥	凕	u2ff0-u51ab-u51a5
p19-36	19	冫	10	冫＋倉			51D4								⿰冫倉	凔	u2ff0-u51ab-u5009
p19-37	19	冫	12	馮／几	2-3-20	4					1				⿱馮几	凴	u2ff1-u99ae-u51e0
p19-38	19	冫	12	冫＋斯			51D8								⿰冫斯	凘	u2ff0-u51ab-u65af
p20-0	20	冫	13	（冫＋臣＋巳）／れんが				※［＃「（冫＋臣＋犯のつくり）／れんが」、第3水準1-87-58］	包摂適用						⿱⿰⿰冫臣巳灬		u2ff1-u2ff0-u2ff0-u51ab-u81e3-u5df3-u706c
p20-1	20	冫	13	（冫＋臣＋犯のつくり）／れんが	1-87-58	3					1				⿱⿰⿰冫臣㔾灬		u2ff1-u2ff0-u2ff0-u51ab-u81e3-u353e-u706c
p20-2	20	冫	14	（冫＋熈−れんが）／れんが	1-14-55	3											
p20-3	20	冫	14	さんずい＋影	2-79-39	4					1				⿰氵影	𤂖	u2ff0-u6c35-u5f71
p20-4	20	冫	14	冫＋影								51AB E0100	4233		⿰冫影		u2ff0-u51ab-u5f71
p20-5	20	𠘨	0	凪−止	2-3-18	4											
p20-6	20	𠘨	1					凡	包摂適用	37		51E1 E0101	14041				
p20-7	20	𠘨	1	丿／几	1-14-56	3									⿱丿几	凢	u2ff1-u4e3f-u51e0
p20-8	20	𠘨	3	尸＋几			51E5								⿰尸几		u2ff0-u5c38-u51e0
p20-9	20	𠘨	5	士／冖／一／几	2-5-22	4					1				⿱⿱⿱士冖一几		u2ff1-u2ff1-u2ff1-u58eb-u5196-u4e00-u51e0
p20-10	20	𠘨	5	凪			51EC								凪		
p20-11	20	𠘨	6	凪	1-14-57	3									凪		
p20-12	20	𠘨	9	飮のへん＋几				飢	包摂適用	155		98E2 E0101	13705		⿰𩙿几		u2ff0-u2967f-u51e0
p20-13	20	𠘨	10	髟／几	2-93-19	4					1				⿱髟几	髠	u2ff1-u9adf-u51e0
p20-14	20	𠘨	10	螢			712D				1				螢		
p20-15	20	𠘨	10	凪			51F2								凪		
p20-16	20	𠘨	12	登／几	2-3-19	4									⿱登几	凳	u2ff1-u767b-u51e0
p20-17	20	𠘨	12	馮／几	2-3-20	4									⿱馮几	凴	u2ff1-u99ae-u51e0
p20-18	20	凵	3	凵＜土			51F7								⿶凵土	凷	u2ff6-u51f5-u571f
p20-19	20	凵	9	慈	2-86-36	4					1				慈		
p20-20	20	凵	15	幽	2-89-4	4					1				幽		
p20-21	20	刀	0	刀	1-14-58	3									刀		
p20-22	20	刀	0	りっとう	2-3-21	4											
p20-23	20	刀	1	仞のつくり				刃	包摂適用	170		5203 E0101	13858		刃		
p20-24	20	刀	2	梁−木−さんずい			5205										
p20-25	20	刀	2	扮のつくり				分	デザイン差	UCV236		5206 E0101	13499		分		
p20-26	20	刀	3	功のへん＋刀	1-14-59	3									⿰工刀	㓛	u2ff0-u5de5-u5200
p20-27	20	刀	3	口／刀			53E7				1				⿱口刀	叧	u2ff1-u53e3-u5200
p20-28	20	刀	3	くさかんむり／刀			8280				1				⿱艹刀	芀	u2ff1-u8279-u5200
p20-29	20	刀	4	頑のへん＋りっとう	1-14-60	3											
p20-30	20	刀	4	元のにょうの形＋りっとう				※［＃「頑のへん＋りっとう」、第3水準1-14-60］	統合適用								
p20-31	20	刀	4	刀／（刀＋刀）	1-14-61	3									⿱刀⿰刀刀		u2ff1-u5200-u2ff0-u5200-u5200
p20-32	20	刀	4	戈＋りっとう	2-3-22	4											
p20-33	20	刀	4	月＋りっとう	2-3-23	4											
p20-34	20	刀	4	対のへん＋りっとう			5218										
p20-35	20	刀	5	仞のつくり／心				忍	包摂適用	170	1	5FCD E0101	13969		⿱刃心	忍	u2ff1-u5203-u5fc3
p20-36	20	刀	5					判	包摂適用	12		5224 E0101	13985				
p20-37	20	刀	5	（口／力）＋りっとう				別	包摂適用	60		522B E0100	19186				
p20-38	20	刀	5	册＋りっとう				刪	包摂適用				3319	1			
p20-39	20	刀	5	令＋りっとう			5222										
p20-40	20	刀	5	鉋のつくり＋りっとう			5228										
p20-41	20	刀	5	去＋刄			523C								⿰去刄		u2ff0-u53bb-u5204
p20-42	20	刀	5	弗＋りっとう			521C										
p20-43	20	刀	5	去＋りっとう			5226										
p21-0	21	刀	5	俛のつくり	1-14-48	3		免	包摂適用		1				免		
p21-1	21	刀	6	兔				兔	包摂適用	81	1	5154 E0100	7814		兔		
p21-2	21	刀	6	劵				券	包摂適用	14		5238 E0101	13749		劵		
p21-3	21	刀	6	梁−木			5231										
p21-4	21	刀	6	卦のへん＋りっとう			5232										
p21-5	21	刀	6	取のへん＋りっとう			5235										
p21-6	21	刀	7	剳				荊	包摂適用	181	1	8346 E0100	7672		剳		
p21-7	21	刀	7	悄のつくり＋りっとう				削	包摂適用	16		524A E0101	13789				
p21-8	21	刀	7	剪−刀				前	包摂適用	36		524D E0101	13889				
p21-9	21	刀	7	刀／貝				負	包摂適用	81	1	8CA0 E0101	14005		⿱刀貝		u2ff1-u5200-u8c9d
p21-10	21	刀	7	負				負	包摂適用	81	1	8CA0 E0102	14006		負		
p21-11	21	刀	7	坐＋りっとう	1-14-62	3											
p21-12	21	刀	7	頭のへん＋りっとう			5245										
p21-13	21	刀	7	夾＋りっとう			34E8										
p21-14	21	刀	8	碌のつくり＋りっとう	1-15-94	3		剥	包摂適用	167							
p21-15	21	刀	8					剤	デザイン差	UCV235		5264 E0101	20084				
p21-16	21	刀	8	戔＋りっとう	1-14-63	3											
p21-17	21	刀	8	炎＋りっとう	1-14-64	3											
p21-18	21	刀	8	剣のへん＋刀	2-3-24	4									⿰㑒刀	𠝏	u2ff0-u3452-u5200
p21-19	21	刀	8	（緋−糸）＋りっとう	2-3-25	4											
p21-20	21	刀	8	宛＋りっとう	2-3-26	4											
p21-21	21	刀	8	其＋りっとう			5258										
p21-22	21	刀	8	事＋りっとう			525A										
p21-23	21	刀	8	綴のつくり＋りっとう			525F										
p21-24	21	刀	8	京＋りっとう			5260										
p21-25	21	刀	8	奄＋りっとう			5266										
p21-26	21	刀	9	端のつくり＋りっとう	2-3-27	4											
p21-27	21	刀	9	咼＋りっとう			526E										
p21-28	21	刀	10					割	包摂適用	3		5272 E0100	13684				
p21-29	21	刀	11	萠＋りっとう	1-91-14	3					1						
p21-30	21	刀	11	顏のへん＋りっとう	2-3-28	4											
p21-31	21	刀	11	專＋りっとう			5278										
p21-32	21	刀	11	膠のつくり＋りっとう			5279										
p21-33	21	刀	11	魚＋刀			9B5B				1				⿰魚刀	魛	u2ff0-u9b5a-u5200
p21-34	21	刀	11	鹿＋りっとう								9E7F E0100	2267				
p21-35	21	刀	12	認				認	包摂適用	170	1	8A8D E0101	13970		認		
p21-36	21	刀	12	答＋りっとう	2-3-29	4											
p21-37	21	刀	12	厥＋りっとう	2-3-30	4											
p21-38	21	刀	12	橘のつくり＋りっとう			5280										
p21-39	21	刀	12	曾＋りっとう			207C2										
p21-40	21	刀	13	劉	2-3-31	4									劉		
p21-41	21	刀	13	蜀＋りっとう			5285										
p21-42	21	刀	13	會＋りっとう			528A										
p21-43	21	刀	13	穢のつくり＋りっとう			528C										
p21-44	21	刀	14	懶−りっしんべん	1-92-26	3		頼	包摂適用	151	1						
p21-45	21	刀	14	鼾のへん＋りっとう	1-14-65	3											
p21-46	21	刀	15	質＋りっとう			5295										
p21-47	21	刀	17	纔のつくり＋りっとう			5296										
p21-48	21	刀	19	靡＋りっとう	2-3-32	4											
p21-49	21	刀	19	贊＋りっとう			5297										
p21-50	21	刀	21	屬＋りっとう			529A										
p22-0	22	力	1	力＋礼のつくり			529C								⿰力乚	劜	u2ff0-u529b-u4e5a
p22-1	22	力	3	口／力			53E6				1				⿱口力	另	u2ff1-u53e3-u529b
p22-2	22	力	3	大／力			592F				1				⿱大力	夯	u2ff1-u5927-u529b
p22-3	22	力	3	山／力			5C74				1				⿱山力	屴	u2ff1-u5c71-u529b
p22-4	22	力	3	てへん＋力			6250				1				⿰扌力	扐	u2ff0-u624c-u529b
p22-5	22	力	3	さんずい＋力			6C3B				1				⿰氵力	氻	u2ff0-u6c35-u529b
p22-6	22	力	3	くさかんむり／力			827B				1				⿱艹力	艻	u2ff1-u8279-u529b
p22-7	22	力	3	こざとへん＋力			961E				1				⿰阝力	阞	u2ff0-u961d-u529b
p22-8	22	力	3	囗＜力			361E								⿴囗力	㘞	u2ff4-u56d7-u529b
p22-9	22	力	4	元のにょうの形＋力	2-3-33	4											
p22-10	22	力	4	斤＋力	2-3-34	4									⿰斤力	劤	u2ff0-u65a4-u529b
p22-11	22	力	4	協のつくり	2-3-35	4									劦		
p22-12	22	力	4	亢＋力			52A5								⿰亢力	劥	u2ff0-u4ea2-u529b
p22-13	22	力	4	手＋力			52A7								⿰手力	劧	u2ff0-u624b-u529b
p22-14	22	力	4	特のへん＋力			725E				1				⿰牛力	牞	u2ff0-u725b-u529b
p22-15	22	力	5	石＋力	2-3-36	4									⿰石力	劯	u2ff0-u77f3-u529b
p22-16	22	力	5	白＋力			52B0								⿰白力	劰	u2ff0-u767d-u529b
p22-17	22	力	6	牟＋力	2-3-37	4									⿰牟力	劺	u2ff0-u725f-u529b
p22-18	22	力	6	匡＋力	2-3-38	4									⿰匡力	劻	u2ff0-u5321-u529b
p22-19	22	力	6	后＋力			52B6								⿰后力	劶	u2ff0-u540e-u529b
p22-20	22	力	6	翔のへん＋力			52B7								⿰羊力	劷	u2ff0-u7f8a-u529b
p22-21	22	力	6	卦のへん＋力			52B8								⿰圭力	劸	u2ff0-u572d-u529b
p22-22	22	力	6	列／力			52BD								⿱列力	劽	u2ff1-u5217-u529b
p22-23	22	力	6	竹かんむり／力			7AFB				1						
p22-24	22	力	6	旬＋力											⿰旬力		u2ff0-u65ec-u529b
p22-25	22	力	7	甬／力				勇	包摂適用	41		52C7 E0101	14070		⿱甬力	勇	u2ff1-u752c-u529b
p22-26	22	力	7	俛のつくりのにょうの形＋力	1-14-67	3		勉	包摂適用	102							
p22-27	22	力	7	甬＋力	1-14-66	3									⿰甬力	勈	u2ff0-u752c-u529b
p22-28	22	力	7	角＋力	1-91-90	3					1				⿰角力	觔	u2ff0-u89d2-u529b
