id	page	radical	strokes	desc	jis	level	unicode	sub	sub_kind	sub_rule	cross	ivs	cid	glyph	ids	ids_char	glyphwiki
p153-42	153	辶	4	二点しんにょう＋屯	2-89-80	4									⿰辶屯		u2ff0-u8fb6-u5c6f
p153-43	153	辶	4	二点しんにょう＋冴のつくり	2-89-81	4									⿰辶牙		u2ff0-u8fb6-u7259
p153-44	153	辶	4	二点しんにょう＋午	2-89-82	4									⿰辶午		u2ff0-u8fb6-u5348
p153-45	153	辶	4	二点しんにょう＋王			8FCB								⿰辶王		u2ff0-u8fb6-u738b
p153-46	153	辶	4	二点しんにょう＋云			8FD0								⿰辶云		u2ff0-u8fb6-u4e91
p153-47	153	辶	4	二点しんにょう＋亢			8FD2								⿰辶亢		u2ff0-u8fb6-u4ea2
p153-48	153	辶	4	二点しんにょう＋勿			28465								⿰辶勿		u2ff0-u8fb6-u52ff
p153-49	153	辶	5	二点しんにょうの迦				迦	包摂適用	128							
p154-0	154	辶	5	二点しんにょう＋朮				述	包摂適用	128		8FF0 E0101	13822		⿰辶朮		u2ff0-u8fb6-u672e
p154-1	154	辶	5	二点しんにょうの迭				迭	包摂適用	128		8FED E0101	13947				
p154-2	154	辶	5	二点しんにょうの迪				迪	包摂適用	128		8FEA E0101	7871				
p154-3	154	辶	5	二点しんにょうの迫				迫	包摂適用	128		8FEB E0101	13978				
p154-4	154	辶	5	二点しんにょうの迩				迩	包摂適用	128		8FE9 E0101	7872				
p154-5	154	辶	5	二点しんにょう＋施のつくり	1-92-52	3									⿰辶㐌		u2ff0-u8fb6-u340c
p154-6	154	辶	5	二点しんにょう＋台	1-92-53	3									⿰辶台		u2ff0-u8fb6-u53f0
p154-7	154	辶	5	二点しんにょう＋乍	1-92-54	3									⿰辶乍		u2ff0-u8fb6-u4e4d
p154-8	154	辶	5	二点しんにょう＋占	2-89-83	4									⿰辶占		u2ff0-u8fb6-u5360
p154-9	154	辶	5	二点しんにょう＋它	2-89-84	4									⿰辶它		u2ff0-u8fb6-u5b83
p154-10	154	辶	5	二点しんにょう＋世			8FE3								⿰辶世		u2ff0-u8fb6-u4e16
p154-11	154	辶	6	二点しんにょうの逆				逆	包摂適用	128		9006 E0101	13709				
p154-12	154	辶	6	鎹のつくり				送	包摂適用	128		9001 E0101	13895		送		
p154-13	154	辶	6	二点しんにょうの追				追	包摂適用	128		8FFD E0101	13938				
p154-14	154	辶	6	二点しんにょうの逃				逃	包摂適用	128		9003 E0102	13959				
p154-15	154	辶	6	二点しんにょうの迷				迷	包摂適用	128		8FF7 E0101	14054				
p154-16	154	辶	6	二点しんにょうの退				退	包摂適用	128		9000 E0101	13905				
p154-17	154	辶	6					迺	包摂適用	128		8FFA E0101	14229				
p154-18	154	辶	6	二点しんにょう＋向	1-92-55	3									⿰辶向		u2ff0-u8fb6-u5411
p154-19	154	辶	6	二点しんにょう＋同	2-89-85	4									⿰辶同		u2ff0-u8fb6-u540c
p154-20	154	辶	6	二点しんにょう＋多	2-89-86	4									⿰辶多		u2ff0-u8fb6-u591a
p154-21	154	辶	6	二点しんにょう＋舌	2-89-87	4									⿰辶舌		u2ff0-u8fb6-u820c
p154-22	154	辶	6	二点しんにょう＋有			8FF6								⿰辶有		u2ff0-u8fb6-u6709
p154-23	154	辶	6	二点しんにょう＋列			8FFE								⿰辶列		u2ff0-u8fb6-u5217
p154-24	154	辶	6	二点しんにょう＋降のつくり			9004								⿰辶夅		u2ff0-u8fb6-u5905
p154-25	154	辶	7	二点しんにょう＋酲のつくり				逞	包摂適用	1		901E E0101	14230		⿰辶呈		u2ff0-u8fb6-u5448
p154-26	154	辶	7	二点しんにょうの這				這	包摂適用	128			3357	1			
p154-27	154	辶	7	二点しんにょうの逗				逗	包摂適用	128			2598	1			
p154-28	154	辶	7	二点しんにょうの逢				逢	包摂適用	128			1133	1			
p154-29	154	辶	7	二点しんにょうの逐				逐	包摂適用	128		9010 E0101	13924				
p154-30	154	辶	7	二点しんにょうの逝				逝	包摂適用	128		901D E0101	7714				
p154-31	154	辶	7	二点しんにょう＋晧のつくり				造	包摂適用	128		9020 E0101	13897		⿰辶告		u2ff0-u8fb6-u544a
p154-32	154	辶	7	二点しんにょうの速				速	包摂適用	128		901F E0101	13899				
p154-33	154	辶	7	二点しんにょうの通				通	包摂適用	128		901A E0101	13939				
p154-34	154	辶	7	二点しんにょうの途				途	包摂適用	128		9014 E0101	13950				
p154-35	154	辶	7	二点しんにょうの透				透	包摂適用	128		900F E0101	13960				
p154-36	154	辶	7	二点しんにょうの連				連	包摂適用	128		9023 E0100	14097				
p154-37	154	辶	7	二点しんにょう＋（上／巨）	2-89-88	4									⿰辶⿱上巨		u2ff0-u8fb6-u2ff1-u4e0a-u5de8
p154-38	154	辶	7	二点しんにょう＋矣			9018								⿰辶矣		u2ff0-u8fb6-u77e3
p154-39	154	辶	7	二点しんにょう＋狂			901B								⿰辶狂		u2ff0-u8fb6-u72c2
p154-40	154	辶	8	二点しんにょう＋蜩のつくり				週	包摂適用	128		9031 E0101	13819		⿰辶周		u2ff0-u8fb6-u5468
p154-41	154	辶	8	二点しんにょうの進				進	包摂適用	128		9032 E0101	13855				
p154-42	154	辶	8	二点しんにょうの逮				逮	包摂適用	128		902E E0101	13906				
p154-43	154	辶	8	二点しんにょう＋兔	1-92-57	3		逸	包摂適用	128					⿰辶兔		u2ff0-u8fb6-u5154
p154-44	154	辶	8	一点しんにょう＋（菟−くさかんむり）				逸	包摂適用	128		9038 E0102	8633				
p154-45	154	辶	8	二点しんにょう＋官	1-92-56	3									⿰辶官		u2ff0-u8fb6-u5b98
p154-46	154	辶	8	二点しんにょう＋くさかんむり／（木＋右上に丶）	2-86-51	4					1						
p154-47	154	辶	8	二点しんにょう＋易	2-89-89	4									⿰辶易		u2ff0-u8fb6-u6613
p154-48	154	辶	8	二点しんにょう＋奔			9029								⿰辶奔		u2ff0-u8fb6-u5954
p154-49	154	辶	8	二点しんにょう＋來			9028								⿰辶來		u2ff0-u8fb6-u4f86
p154-50	154	辶	8	二点しんにょう＋昔			902A								⿰辶昔		u2ff0-u8fb6-u6614
p154-51	154	辶	8	二点しんにょう＋餠のつくり			902C								⿰辶幷		u2ff0-u8fb6-u5e77
p154-52	154	辶	8	二点しんにょう＋碌のつくり			902F								⿰辶录		u2ff0-u8fb6-u5f55
p154-53	154	辶	8	二点しんにょう＋育			9033								⿰辶育		u2ff0-u8fb6-u80b2
p154-54	154	辶	8	二点しんにょう＋卓			9034								⿰辶卓		u2ff0-u8fb6-u5353
p154-55	154	辶	8	一点しんにょう＋於			28506										
p154-56	154	辶	9	二点しんにょう＋幃のつくり				違	包摂適用	128		9055 E0102	13641		⿰辶韋		u2ff0-u8fb6-u97cb
p155-0	155	辶	9	二点しんにょうの運				運	包摂適用	128		904B E0101	13649				
p155-1	155	辶	9	二点しんにょうの過				過	包摂適用	128		904E E0101	13669				
p155-2	155	辶	9	二点しんにょうの遇				遇	包摂適用	128		9047 E0101	13736				
p155-3	155	辶	9	燧−火				遂	包摂適用	128		9042 E0102	13864				
p155-4	155	辶	9	二点しんにょうの達				達	包摂適用	128		9054 E0101	13912				
p155-5	155	辶	9	二点しんにょうの道				道	包摂適用	128		9053 E0101	13963				
p155-6	155	辶	9	二点しんにょうの遁				遁	包摂適用	128			3251	1			
p155-7	155	辶	9	二点しんにょうの逼				逼	包摂適用	128			3489	1			
p155-8	155	辶	9	二点しんにょう＋編のつくり				遍	包摂適用	128		904D E0101	14017		⿰辶扁		u2ff0-u8fb6-u6241
p155-9	155	辶	9	二点しんにょうの遊				遊	包摂適用	128		904A E0101	14076				
p155-10	155	辶	9	二点しんにょうの遁				遁	包摂適用	128		9041 E0102	20287				
p155-11	155	辶	9	二点しんにょう＋神	2-89-90	4									⿰辶神		u2ff0-u8fb6-u795e
p155-12	155	辶	9	二点しんにょう＋顏のへん	2-89-91	4									⿰辶彥		u2ff0-u8fb6-u5f65
p155-13	155	辶	9	二点しんにょう＋端のつくり	2-89-92	4									⿰辶耑		u2ff0-u8fb6-u8011
p155-14	155	辶	9	二点しんにょう＋昜			903F								⿰辶昜		u2ff0-u8fb6-u661c
p155-15	155	辶	9	二点しんにょう＋咢			904C								⿰辶咢		u2ff0-u8fb6-u54a2
p155-16	155	辶	9	過				過	統合適用	UCV338			7998	1	過		
p155-17	155	辶	10	二点しんにょうの遠				遠	包摂適用	128		9060 E0101	13658				
p155-18	155	辶	10	二点しんにょうの遣				遣	包摂適用	128		9063 E0101	13754				
p155-19	155	辶	10	二点しんにょうの遡				遡	包摂適用	128			2766	1			
p155-20	155	辶	10	二点しんにょうの遜				遜	包摂適用	128			2845	1			
p155-21	155	辶	10	遘				遘	包摂適用	128		9058 E0101	7873		遘		
p155-22	155	辶	10	二点しんにょう＋鰥のつくり	2-89-93	4									⿰辶眔		u2ff0-u8fb6-u7714
p155-23	155	辶	10	二点しんにょう＋留			905B								⿰辶留		u2ff0-u8fb6-u7559
p155-24	155	辶	10	二点しんにょう＋搨のつくり			9062								⿰辶𦐇		u2ff0-u8fb6-u26407
p155-25	155	辶	11	二点しんにょうの遮				遮	包摂適用	128		906E E0101	7694				
p155-26	155	辶	11	二点しんにょうの遭				遭	包摂適用	128		906D E0101	13896				
p155-27	155	辶	11					適	包摂適用	128		9069 E0101	13946				
p155-28	155	辶	11	二点しんにょう＋貫			9066								⿰辶貫		u2ff0-u8fb6-u8cab
p155-29	155	辶	11	二点しんにょう＋章			9067								⿰辶章		u2ff0-u8fb6-u7ae0
p155-30	155	辶	11	二点しんにょう＋（嗽−口）			906C										
p155-31	155	辶	11	二点しんにょう＋帶			9070								⿰辶帶		u2ff0-u8fb6-u5e36
p155-32	155	辶	12	二点しんにょうの遺				遺	包摂適用	128		907A E0101	13642				
p155-33	155	辶	12	二点しんにょう＋墫のつくり				遵	包摂適用	128		9075 E0101	13824		⿰辶尊		u2ff0-u8fb6-u5c0a
p155-34	155	辶	12	二点しんにょう＋饌のつくり				選	包摂適用	128		9078 E0101	13887		⿰辶巽		u2ff0-u8fb6-u5dfd
p155-35	155	辶	12	二点しんにょう＋僊のつくり				遷	包摂適用	128		9077 E0101	13888				
p155-36	155	辶	12					遷	包摂適用	71		9077 E0102	20231				
p155-37	155	辶	12					遷	包摂適用	128		9077 E0103	20232				
p155-38	155	辶	12	二点しんにょうの遼				遼	包摂適用	128		907C E0101	7808				
p155-39	155	辶	12	遲				遲	デザイン差						遲		
p155-40	155	辶	12	二点しんにょう＋景	2-89-94	4									⿰辶景		u2ff0-u8fb6-u666f
p155-41	155	辶	12	二点しんにょう＋（穴かんむり／豬のへん）	2-90-1	4											
p155-42	155	辶	12	二点しんにょう＋隣のつくり			9074								⿰辶粦		u2ff0-u8fb6-u7ca6
p155-43	155	辶	12	二点しんにょう＋橘のつくり			9079								⿰辶矞		u2ff0-u8fb6-u77de
p155-44	155	辶	13	二点しんにょうの還				還	包摂適用	128		9084 E0101	13692				
p155-45	155	辶	13	二点しんにょうの避				避	包摂適用	128		907F E0101	13991				
p155-46	155	辶	13					邉	統合適用	UCV273		9089 E010C	14251				
p155-47	155	辶	13					邉	統合適用	UCV273		9089 E0106	14245				
p155-48	155	辶	13					邉	統合適用	UCV273		9089 E010D	14252				
p155-49	155	辶	13					邉	統合適用	UCV273		9089 E010B	14250				
p155-50	155	辶	13					邉	統合適用	UCV273		9089 E0107	14246				
p155-51	155	辶	13	二点しんにょう＋亶	2-90-2	4									⿰辶亶		u2ff0-u8fb6-u4eb6
p155-52	155	辶	14	邃				邃	包摂適用	11		9083 E0101	14172		邃		
p155-53	155	辶	14	二点しんにょう＋貌	1-92-58	3									⿰辶貌		u2ff0-u8fb6-u8c8c
p155-54	155	辶	15					邊	包摂適用	26		908A E0101	14235				
p155-55	155	辶	15					邊	統合適用	UCV273		908A E0106	14240				
p155-56	155	辶	15	二点しんにょう＋黎	2-90-3	4									⿰辶黎		u2ff0-u8fb6-u9ece
p156-0	156	辶	15	二点しんにょう＋鑞のつくり			908B								⿰辶巤		u2ff0-u8fb6-u5de4
p156-1	156	辶	18	二点しんにょう＋（搖のつくり＋系）			908E								⿰辶⿰䍃系		u2ff0-u8fb6-u2ff0-u4343-u7cfb
p156-2	156	辶	19	二点しんにょう＋麗	2-90-4	4									⿰辶麗		u2ff0-u8fb6-u9e97
p156-3	156	阝	0	郁−有	2-90-5	4											
p156-4	156	阝	3	巛／邑	1-92-59	3									⿱巛邑	邕	u2ff1-u5ddb-u9091
p156-5	156	阝	3	干＋おおざと	1-92-60	3									⿰干阝	邗	u2ff0-u5e72-u961d
p156-6	156	阝	3	氓のへん＋おおざと	1-92-61	3									⿰亡阝	邙	u2ff0-u4ea1-u961d
p156-7	156	阝	3	功のへん＋おおざと	1-92-62	3									⿰工阝	邛	u2ff0-u5de5-u961d
p156-8	156	阝	3	口＋邑			5508				1				⿰口邑	唈	u2ff0-u53e3-u9091
p156-9	156	阝	3	于＋おおざと			9098								⿰于阝	邘	u2ff0-u4e8e-u961d
p156-10	156	阝	3	郷−即のへん			28675										
p156-11	156	阝	4	那				那	包摂適用	52		90A3 E0101	7765		那		
p156-12	156	阝	4	扈				扈	包摂適用	5		6248 E0101	7874		扈		
p156-13	156	阝	4	呀のつくり＋おおざと				邪	包摂適用	121		90AA E0102	13806		⿰牙阝	邪	u2ff0-u7259-u961d
p156-14	156	阝	4	形のへん＋おおざと	1-92-63	3									⿰开阝	邢	u2ff0-u5f00-u961d
p156-15	156	阝	4	方＋おおざと	2-90-6	4									⿰方阝	邡	u2ff0-u65b9-u961d
p156-16	156	阝	4	云＋おおざと	2-90-7	4									⿰云阝	䢵	u2ff0-u4e91-u961d
p156-17	156	阝	4	扮のつくり＋おおざと			90A0								⿰分阝	邠	u2ff0-u5206-u961d
p156-18	156	阝	4	鴆のへん＋おおざと			90A5								⿰冘阝	邥	u2ff0-u5198-u961d
p156-19	156	阝	5	示＋おおざと				祁	包摂適用	161		7941 E0101	7668		⿰示阝		u2ff0-u793a-u961d
p156-20	156	阝	5	丕＋おおざと	1-92-64	3									⿰丕阝	邳	u2ff0-u4e15-u961d
p156-21	156	阝	5	台＋おおざと	2-90-8	4									⿰台阝	邰	u2ff0-u53f0-u961d
p156-22	156	阝	5	北＋おおざと	2-90-9	4									⿰北阝	邶	u2ff0-u5317-u961d
p156-23	156	阝	5	必＋おおざと			90B2								⿰必阝	邲	u2ff0-u5fc5-u961d
p156-24	156	阝	5	炳のつくり＋おおざと			90B4								⿰丙阝	邴	u2ff0-u4e19-u961d
p156-25	156	阝	6	幵＋おおざと				※［＃「形のへん＋おおざと」、第3水準1-92-63］	包摂適用			90C9 E0100	19899		⿰幵阝	郉	u2ff0-u5e75-u961d
p156-26	156	阝	6	朱＋おおざと	1-92-65	3									⿰朱阝	邾	u2ff0-u6731-u961d
p156-27	156	阝	6	希＋おおざと	1-92-66	3									⿰希阝	郗	u2ff0-u5e0c-u961d
p156-28	156	阝	6	到のへん＋おおざと	1-92-67	3									⿰至阝	郅	u2ff0-u81f3-u961d
p156-29	156	阝	6	旬＋おおざと	1-92-68	3									⿰旬阝	郇	u2ff0-u65ec-u961d
p156-30	156	阝	6	衄のへん＋おおざと	2-88-4	4					1				⿰血阝	䘏	u2ff0-u8840-u961d
p156-31	156	阝	6	合＋おおざと	2-90-10	4									⿰合阝	郃	u2ff0-u5408-u961d
p156-32	156	阝	6	后＋おおざと	2-90-11	4									⿰后阝	郈	u2ff0-u540e-u961d
p156-33	156	阝	6	卦のへん＋おおざと			90BD								⿰圭阝	邽	u2ff0-u572d-u961d
p156-34	156	阝	6	卦のへん＋邑			90CC								⿰圭邑	郌	u2ff0-u572d-u9091
p156-35	156	阝	6	成＋おおざと			90D5								⿰成阝	郕	u2ff0-u6210-u961d
p156-36	156	阝	6	并＋おおざと			90F1								⿰并阝	郱	u2ff0-u5e76-u961d
p156-37	156	阝	8	餠のつくり＋おおざと			2F9E3								⿰幷阝	郱	u2ff0-u5e77-u961d
p156-38	156	阝	7	希＋おおざと	1-92-69	3									⿰希阝	郗	u2ff0-u5e0c-u961d
p156-39	156	阝	7	赤＋おおざと	1-92-70	3									⿰赤阝	郝	u2ff0-u8d64-u961d
p156-40	156	阝	7	螂−虫	1-92-71	3		郎	包摂適用								
p156-41	156	阝	7	邑＋おおざと	2-90-12	4									⿰邑阝	𨛗	u2ff0-u9091-u961d
p156-42	156	阝	7	晧のつくり＋おおざと	2-90-13	4									⿰告阝	郜	u2ff0-u544a-u961d
p156-43	156	阝	7	夾＋おおざと	2-90-14	4									⿰夾阝	郟	u2ff0-u593e-u961d
p156-44	156	阝	7	螂−虫			90D2										
p156-45	156	阝	7	呂＋おおざと			90D8								⿰呂阝		u2ff0-u5442-u961d
p156-46	156	阝	7	甫＋おおざと			90D9								⿰甫阝	郙	u2ff0-u752b-u961d
p156-47	156	阝	7	貝＋おおざと			90E5								⿰貝阝	郥	u2ff0-u8c9d-u961d
p156-48	156	阝	8	炎＋おおざと	1-92-72	3									⿰炎阝	郯	u2ff0-u708e-u961d
p156-49	156	阝	8	林＋おおざと	1-92-73	3									⿰林阝	郴	u2ff0-u6797-u961d
p156-50	156	阝	8	其＋おおざと	2-90-15	4									⿰其阝	𨛺	u2ff0-u5176-u961d
p156-51	156	阝	8	倍のつくり＋邑	2-90-16	4									⿰咅邑	郶	u2ff0-u5485-u9091
p156-52	156	阝	8	來＋おおざと	2-90-17	4									⿰來阝	郲	u2ff0-u4f86-u961d
p156-53	156	阝	8	若＋おおざと	2-90-18	4									⿰若阝	鄀	u2ff0-u82e5-u961d
p157-0	157	阝	8	諏のつくり＋おおざと			90F0								⿰取阝	郰	u2ff0-u53d6-u961d
p157-1	157	阝	9	睹のつくり＋おおざと	1-92-74	3		都	包摂適用	125					⿰者阝	都	u2ff0-u8005-u961d
p157-2	157	阝	9	婢のつくり＋おおざと	2-90-19	4									⿰卑阝	郫	u2ff0-u5351-u961d
p157-3	157	阝	9	偃のつくり＋おおざと	2-90-20	4									⿰匽阝	郾	u2ff0-u533d-u961d
p157-4	157	阝	9	眉＋おおざと	2-90-21	4									⿰眉阝	郿	u2ff0-u7709-u961d
p157-5	157	阝	9	（西／土）＋おおざと	2-90-22	4									⿰⿱西土阝		u2ff0-u2ff1-u897f-u571f-u961d
p157-6	157	阝	9	軍＋おおざと	2-90-23	4									⿰軍阝	鄆	u2ff0-u8ecd-u961d
p157-7	157	阝	9	禹＋おおざと			9105								⿰禹阝	鄅	u2ff0-u79b9-u961d
p157-8	157	阝	9	癸＋おおざと			9108								⿰癸阝	鄈	u2ff0-u7678-u961d
p157-9	157	阝	9	猶のつくり＋おおざと			2871F								⿰酋阝	𨜟	u2ff0-u914b-u961d
p157-10	157	阝	10	烏＋おおざと	1-92-75	3									⿰烏阝	鄔	u2ff0-u70cf-u961d
p157-11	157	阝	10	郷	1-92-76	3		郷	包摂適用						郷		
p157-12	157	阝	10	郷				郷	包摂適用	153		90F7 E0101	13725		郷		
p157-13	157	阝	10	員＋おおざと	1-92-77	3									⿰員阝	鄖	u2ff0-u54e1-u961d
p157-14	157	阝	10	冥＋おおざと			910D								⿰冥阝	鄍	u2ff0-u51a5-u961d
p157-15	157	阝	10	畜＋おおざと			9110								⿰畜阝	鄐	u2ff0-u755c-u961d
p157-16	157	阝	10	高＋おおざと			9117								⿰高阝	鄗	u2ff0-u9ad8-u961d
p157-17	157	阝	10	莫＋おおざと			911A								⿰莫阝	鄚	u2ff0-u83ab-u961d
p157-18	157	阝	10	樗のつくり＋おおざと			9120								⿰雩阝	鄠	u2ff0-u96e9-u961d
p157-19	157	阝	11	焉＋おおざと	1-92-78	3									⿰焉阝	鄢	u2ff0-u7109-u961d
p157-20	157	阝	11	章＋おおざと	1-92-79	3									⿰章阝	鄣	u2ff0-u7ae0-u961d
p157-21	157	阝	11	庸＋おおざと	2-90-24	4									⿰庸阝	鄘	u2ff0-u5eb8-u961d
p157-22	157	阝	11	鹿＋おおざと	2-90-25	4									⿰鹿阝	鄜	u2ff0-u9e7f-u961d
p157-23	157	阝	11	覲のへん＋おおざと	2-90-26	4									⿰堇阝	鄞	u2ff0-u5807-u961d
p157-24	157	阝	11	鳥＋おおざと			9125								⿰鳥阝	鄥	u2ff0-u9ce5-u961d
p157-25	157	阝	12					鄭	包摂適用	11			3100	1			
p157-26	157	阝	12	登＋おおざと	1-92-80	3									⿰登阝	鄧	u2ff0-u767b-u961d
p157-27	157	阝	12	善＋おおざと	1-92-81	3									⿰善阝	鄯	u2ff0-u5584-u961d
p157-28	157	阝	12	番＋おおざと	1-92-82	3									⿰番阝	鄱	u2ff0-u756a-u961d
p157-29	157	阝	12	尋＋おおざと			9129								⿰尋阝	鄩	u2ff0-u5c0b-u961d
p157-30	157	阝	12	（卯／貝）＋おおざと			912E								⿰⿱卯貝阝		u2ff0-u2ff1-u536f-u8c9d-u961d
p157-31	157	阝	13	業＋おおざと	1-92-83	3									⿰業阝	鄴	u2ff0-u696d-u961d
p157-32	157	阝	13	豊＋おおざと	2-90-27	4									⿰豊阝	鄷	u2ff0-u8c4a-u961d
p157-33	157	阝	13	會＋おおざと			9136								⿰會阝	鄶	u2ff0-u6703-u961d
p157-34	157	阝	14	聚＋おおざと	2-90-28	4									⿰聚阝	鄹	u2ff0-u805a-u961d
p157-35	157	阝	15	廛＋おおざと	1-92-84	3									⿰廛阝	鄽	u2ff0-u5edb-u961d
p157-36	157	阝	15	廣＋おおざと	2-90-29	4									⿰廣阝	鄺	u2ff0-u5ee3-u961d
p157-37	157	阝	15	賛＋おおざと			913C								⿰賛阝	鄼	u2ff0-u8cdb-u961d
p157-38	157	阝	16	纒のつくり＋おおざと											⿰㕓阝	𫑮	u2ff0-u3553-u961d
p157-39	157	阝	17	櫺のつくり＋おおざと			9143								⿰霝阝	酃	u2ff0-u971d-u961d
p157-40	157	阝	18	艷のへん＋おおざと	2-90-30	4									⿰豐阝	酆	u2ff0-u8c50-u961d
p157-41	157	阝	19	麗＋おおざと	1-92-85	3									⿰麗阝	酈	u2ff0-u9e97-u961d
p157-42	157	阝	19	贊＋おおざと	2-90-31	4									⿰贊阝	酇	u2ff0-u8d0a-u961d
p157-43	157	酉	2	鰌のつくり				酋	包摂適用	11			2368	1	酋		
p157-44	157	酉	3	酉＋（勹＜一）				酌	包摂適用	32		914C E0101	13810		⿰酉⿵勹一		u2ff0-u9149-u2ff5-u52f9-u4e00
p157-45	157	酉	3	酉＋也			914F								⿰酉也	酏	u2ff0-u9149-u4e5f
p157-46	157	酉	4	酉＋元	1-92-86	3									⿰酉元	酛	u2ff0-u9149-u5143
p157-47	157	酉	4	酉＋凶	2-90-32	4									⿰酉凶	酗	u2ff0-u9149-u51f6
p157-48	157	酉	4	酉＋斗	2-90-33	4									⿰酉斗	酙	u2ff0-u9149-u6597
p157-49	157	酉	4	木＋酉			6884				1				⿰木酉	梄	u2ff0-u6728-u9149
p157-50	157	酉	4	今／酉			9153								⿱今酉	酓	u2ff1-u4eca-u9149
p157-51	157	酉	4	酉＋扮のつくり			915A								⿰酉分	酚	u2ff0-u9149-u5206
p157-52	157	酉	5	酉＋它	2-90-34	4									⿰酉它	酡	u2ff0-u9149-u5b83
p157-53	157	酉	5	酉＋古	2-90-35	4									⿰酉古	酤	u2ff0-u9149-u53e4
p158-0	158	酉	5	酉＋珍のつくり											⿰酉㐱		u2ff0-u9149-u3431
p158-1	158	酉	6	酉＋守			9167								⿰酉守	酧	u2ff0-u9149-u5b88
p158-2	158	酉	6	酉＋有			916D								⿰酉有	酭	u2ff0-u9149-u6709
p158-3	158	酉	7	酉＋晧のつくり				酷	包摂適用	42		9177 E0101	13776		⿰酉告	酷	u2ff0-u9149-u544a
p158-4	158	酉	7	酉＋余	2-90-36	4									⿰酉余	酴	u2ff0-u9149-u4f59
p158-5	158	酉	7	酉＋埒のつくり	2-90-37	4									⿰酉寽	酹	u2ff0-u9149-u5bfd
p158-6	158	酉	7	車＋酉			8F0F				1				⿰車酉	輏	u2ff0-u8eca-u9149
p158-7	158	酉	7	酉＋甫			917A								⿰酉甫	酺	u2ff0-u9149-u752b
p158-8	158	酉	7	酉＋孚			917B								⿰酉孚	酻	u2ff0-u9149-u5b5a
p158-9	158	酉	8	酉＋奄	1-92-87	3									⿰酉奄	醃	u2ff0-u9149-u5944
p158-10	158	酉	8	酉＋倍のつくり	2-90-38	4									⿰酉咅	醅	u2ff0-u9149-u5485
p158-11	158	酉	8	酉＋碌のつくり			9181								⿰酉录	醁	u2ff0-u9149-u5f55
p158-12	158	酉	8	酉＋戔			9186								⿰酉戔	醆	u2ff0-u9149-u6214
p158-13	158	酉	8	酉＋綴のつくり			918A								⿰酉叕	醊	u2ff0-u9149-u53d5
p158-14	158	酉	9	酉＋咸	2-90-39	4									⿰酉咸	醎	u2ff0-u9149-u54b8
p158-15	158	酉	9	酉＋胥			9191								⿰酉胥	醑	u2ff0-u9149-u80e5
p158-16	158	酉	9	醢			9193								醢		
p158-17	158	酉	9	秋／酉			9194								⿱秋酉	醔	u2ff1-u79cb-u9149
p158-18	158	酉	9	酉＋京			9195								⿰酉京	䣼	u2ff0-u9149-u4eac
p158-19	158	酉	10	酉＋慍のつくり	1-92-88	3									⿰酉𥁕	醞	u2ff0-u9149-u25055
p158-20	158	酉	10	酉＋盍			9198								⿰酉盍	醘	u2ff0-u9149-u76cd
p158-21	158	酉	10	酉＋窄			91A1								⿰酉窄	醡	u2ff0-u9149-u7a84
p158-22	158	酉	11	將／酉	1-92-89	3		醤	78互換包摂						⿱將酉	醬	u2ff1-u5c07-u9149
p158-23	158	酉	11	酉＋璃のつくり	2-90-40	4									⿰酉离	醨	u2ff0-u9149-u79bb
p158-24	158	酉	11	酉＋參			91A6								⿰酉參	醦	u2ff0-u9149-u53c3
p158-25	158	酉	12	酉＋發	1-92-90	3		醗	78互換包摂						⿰酉發	醱	u2ff0-u9149-u767c
p158-26	158	酉	12	酉＋焦	2-90-41	4									⿰酉焦	醮	u2ff0-u9149-u7126
p158-27	158	酉	12	酉＋僕のつくり			91AD								⿰酉菐	醭	u2ff0-u9149-u83d0
p158-28	158	酉	12	酉＋覃			91B0								⿰酉覃	醰	u2ff0-u9149-u8983
p158-29	158	酉	13	酉＋澤のつくり	2-90-42	4									⿰酉睪	醳	u2ff0-u9149-u776a
p158-30	158	酉	13	酉＋僉	2-90-43	4									⿰酉僉	醶	u2ff0-u9149-u50c9
p158-31	158	酉	13	酉＋農			91B2								⿰酉農	醲	u2ff0-u9149-u8fb2
p158-32	158	酉	14	酉＋壽			91BB								⿰酉壽	醻	u2ff0-u9149-u58fd
p158-33	158	酉	16	酉＋燕	1-92-91	3									⿰酉燕	醼	u2ff0-u9149-u71d5
p158-34	158	酉	17	酉＋櫺のつくり			91BD								⿰酉霝	醽	u2ff0-u9149-u971d
p158-35	158	酉	17	酉＋縻			91BF								⿰酉縻	醿	u2ff0-u9149-u7e3b
p158-36	158	酉	18	酉＋嚼のつくり			91C2								⿰酉爵	釂	u2ff0-u9149-u7235
p158-37	158	酉	19	酉＋麗	2-90-44	4									⿰酉麗	釃	u2ff0-u9149-u9e97
p158-38	158	酉	19	酉＋靡	2-90-45	4									⿰酉靡	釄	u2ff0-u9149-u9761
p158-39	158	酉	20	酉＋嚴			91C5								⿰酉嚴	釅	u2ff0-u9149-u56b4
p158-40	158	里	3	りっしんべん＋里	1-84-49	3					1				⿰忄里	悝	u2ff0-u5fc4-u91cc
p158-41	158	里	3	女＋里	2-5-56	4					1				⿰女里	娌	u2ff0-u5973-u91cc
p158-42	158	里	4	木＋里			68A9				1				⿰木里	梩	u2ff0-u6728-u91cc
p158-43	158	里	5	瓰			74FC				1				瓰		
